Time, Loudness
0,0019519,0
2,1147214,0,03319047
4,1168716,0,04228769
6,122864,0,07451362
8,1231203,0,04797922
10,1297459,1,052371
12,1309051,0,4482692
14,133208,0,04785846
16,1524961,0,04961386
