Time, Loudness
0.002111,0
2.79303,0.08701636
4.806476,1.050847
6.837059,0.1420517
8.837328,0.3609709
10.845319,0.04667343
12.869161,0.7175242
14.873194,0.01088231
16.881612,0.0234505
18.90177,0.1211216
