Time, Loudness
0,0019598,0
2,1094565,0,03871518
4,1095767,0,05961005
6,1188317,0,9735923
8,1211026,0,05104843
10,1228827,0,04778377
12,1329718,0,04752597
14,1387694,0,03945369
16,1398682,0,6018637
18,1401573,0,04163707
20,1427719,0,04779423
22,1432753,0,04236753
24,1441067,0,03971668
26,1443284,0,03931445
28,1461413,0,04108554
