Time, Loudness
0,0029841,0
2,3725256,1,510556
4,3734998,0,01815276
6,373992,0,01870982
8,3740655,0,01519046
10,3739734,0,01497867
12,3901015,0,01751459
14,3909171,0,7822475
16,3991847,0,8818893
