Time, Loudness
0,002985,0
2,4260569,0,01311755
4,4271412,0,01671344
9,2750708,0,01368675
11,277422,0,2996274
13,2931023,0,4862356
15,308993,0,03135741
17,3230091,0,01470979
19,3254681,0,01186034
21,3256148,0,01282462
23,3260715,0,02179025
25,3262788,0,02497743
28,668974,0,2325846
30,6702242,0,1709684
32,6867702,0,03430153
34,6880645,0,01319867
36,701587,0,01407646
