Time, Loudness
0,0034059,0
2,4957239,0,02986271
4,4975739,0,02403425
6,4998049,0,6384698
8,5128838,1,379271
10,5284771,0,04360356
12,530658,0,02482549
14,5464035,0,5558515
16,5471246,0,03274986
18,5638153,0,06025841
