Time, Loudness
0,0039876,0
2,3817927,0,5308005
4,3833236,0,01816378
6,383864,0,01390165
8,384453,0,02812058
10,4009263,0,01426773
12,4169381,0,3234249
14,4331293,0,03712646
16,4329562,0,01903282
18,4830148,0,08133135
20,4988315,1,484126
22,5159129,0,02563831
24,5154362,0,02691189
26,5160315,0,2366708
28,5325283,0,01496109
30,5321194,0,0244867
