Time, Loudness
0,0020054,0
2,1134484,0,02461857
4,1161065,0,03690665
6,1272109,0,03533497
8,1295494,0,02660381
10,1310877,0,0276106
12,1324789,0,03235349
14,1340811,0,02741453
16,1347157,0,03191094
18,1428468,0,02480672
20,1433344,0,02545842
22,1451398,0,03610399
24,1457799,0,04337351
