Time, Loudness
0.000543,0.004669867
3.302077,12.90773
3.806212,9.484398
4.310422,7.820294
4.814663,5.468031
5.322303,4.809106
5.830316,4.993582
6.330541,4.043199
6.833966,0.002486666
7.334733,0.008100615
7.846243,5.792132
8.349896,0.003464472
8.850188,3.324687
